Clone,Type,Rep,Date,epp0,epp1,epp2,TotalEpp,TotalEmb,TotalEmbCorr,LowNumbers,Priorto1LiterStart,Dayssince1stDate,Notes
D8222,C,E,5/21/20,0,0,0,0,0,0,,,183,
D8222,C,E,6/4/20,0,1,1,2,3,3,,,197,
D8222,C,sum,12/3/19,2,3,16,21,35,35,,1,13,
D8222_R1_P169_B,selfedC,1,4/9/20,0,2,1,3,4,4,,,141,
D8222_R1_P169_B,selfedC,1,4/23/20,1,2,2,5,6,6,,,155,
D8222_R1_P169_B,selfedC,1,5/7/20,0,0,1,1,2,2,,,169,
D8222_R1_P169_B,selfedC,1,5/21/20,0,0,1,1,2,2,,,183,
D8222_R1_P169_B,selfedC,1,6/4/20,0,0,1,1,2,2,,,197,
D8222_R1_P213_B,selfedC,1,2/19/20,2,0,0,2,0,0,,,91,
D8222_R1_P213_B,selfedC,1,2/28/20,0,1,0,1,1,1,,,100,
D8222_R1_P213_B,selfedC,1,3/3/20,0,0,0,0,0,0,,,104,
D8222_R1_P213_B,selfedC,1,3/11/20,0,0,0,0,0,0,,,112,
D8222_R1_P213_B,selfedC,1,3/17/20,0,0,0,0,0,0,,,118,
D8222_R1_P213_B,selfedC,1,4/2/20,0,0,1,1,2,2,,,134,
D8222_R1_P213_B,selfedC,1,4/16/20,0,1,0,1,1,1,,,148,
D8222_R1_P213_B,selfedC,1,4/30/20,0,0,0,0,0,0,1,,162,"low numbers, struggling"
D8222_R1_P213_B,selfedC,2,3/26/20,3,1,0,4,1,1,,,127,
D8222_R1_P213_B,selfedC,2,4/9/20,0,0,0,0,0,0,,,141,
D8222_R1_P213_B,selfedC,2,4/23/20,0,0,0,0,0,0,,,155,
D8222_R1_P213_B,selfedC,2,5/7/20,5,0,1,6,2,2,,,169,
D8222_R1_P213_B,selfedC,2,5/21/20,4,0,0,4,0,0,,,183,
D8222_R1_P472_A,selfedC,1,3/11/20,3,1,3,7,7,7,,,112,
D8222_R1_P472_A,selfedC,1,3/26/20,2,0,0,2,0,0,,,127,
D8222_R1_P472_A,selfedC,1,4/9/20,0,0,0,0,0,0,,,141,
D8222_R1_P472_A,selfedC,1,4/23/20,0,0,0,0,0,0,,,155,
D8222_R1_P472_A,selfedC,1,5/7/20,0,0,0,0,0,0,,,169,
D8222_R1_P472_A,selfedC,1,5/21/20,0,0,0,0,0,0,,,183,
D8222_R1_P472_A,selfedC,1,6/4/20,0,0,0,0,0,0,1,,197,almost no ind
D8222_R1_P472_A,selfedC,2,4/9/20,0,0,0,0,0,0,,,141,
D8222_R1_P472_A,selfedC,2,4/23/20,0,0,0,0,0,0,,,155,
D8222_R1_P472_A,selfedC,2,5/7/20,1,0,0,1,0,0,,,169,
D8222_R1_P472_A,selfedC,2,5/21/20,0,3,0,3,3,3,,,183,
D8222_R1_P472_A,selfedC,2,6/4/20,1,0,0,1,0,0,,,197,
D8222_R1_P541_A,selfedC,1,3/3/20,0,0,0,0,0,0,,,104,
D8222_R1_P541_A,selfedC,1,3/17/20,0,0,2,2,4,4,,,118,
D8222_R1_P541_A,selfedC,1,4/2/20,1,0,0,1,0,0,,,134,
D8222_R1_P541_A,selfedC,1,4/16/20,1,0,0,1,0,0,,,148,
D8222_R1_P541_A,selfedC,1,5/21/20,0,0,0,0,0,0,1,,183,"low numbers, struggling"
D8222_R1_P541_A,selfedC,2,4/9/20,2,0,5,7,10,10,,,141,
D8222_R1_P541_A,selfedC,2,4/23/20,0,0,0,0,0,0,,,155,
D8222_R1_P541_A,selfedC,2,5/7/20,1,0,0,1,0,0,,,169,
D8222_R1_P631_A,selfedC,1,2/28/20,0,0,3,3,6,6,,,100,
D8222_R1_P631_A,selfedC,1,3/11/20,0,0,6,6,12,12,,,112,
D8222_R1_P631_A,selfedC,1,3/26/20,3,0,0,3,0,0,,,127,
D8222_R1_P631_A,selfedC,1,4/9/20,3,0,0,3,0,0,,,141,
D8222_R1_P631_A,selfedC,1,4/23/20,0,0,0,0,0,0,,,155,
D8222_R1_P631_A,selfedC,1,5/7/20,0,0,0,0,0,0,1,,169,"low numbers, struggling"
D8222_R1_P631_A,selfedC,2,4/9/20,0,0,4,4,8,8,,,141,
D8222_R1_P631_A,selfedC,2,4/23/20,1,0,0,1,0,0,,,155,
D8222_R1_P631_A,selfedC,2,5/7/20,0,0,1,1,2,2,,,169,
D8222_R1_P631_A,selfedC,2,5/21/20,0,0,1,1,2,2,,,183,
D8222_R1_P631_A,selfedC,2,6/4/20,0,0,0,0,0,0,1,,197,"low numbers, struggling"
D8222_R1_P701_A,selfedC,1,4/9/20,2,0,3,5,6,6,,,141,
D8222_R1_P701_A,selfedC,1,4/23/20,0,0,4,4,8,8,,,155,
D8222_R1_P701_A,selfedC,1,5/7/20,2,1,8,11,17,17,,,169,
D8222_R1_P701_A,selfedC,1,5/21/20,1,0,5,6,10,10,,,183,
D8222_R1_P701_A,selfedC,1,6/4/20,0,3,0,3,3,3,,,197,
D8222_R1_P716_A,selfedC,1,4/9/20,0,0,1,1,2,2,,,141,
D8222_R1_P716_A,selfedC,1,4/23/20,0,0,3,3,6,6,,,155,
D8222_R1_P716_A,selfedC,1,5/7/20,1,0,0,1,0,0,,,169,
D8222_R1_P716_A,selfedC,1,5/21/20,0,0,0,0,0,0,1,,183,numbers a bit low
D8222_R1_P716_A,selfedC,1,6/4/20,0,0,0,0,0,0,1,,197,numbers a bit low
D8222_R2_P156_A,selfedC,1,4/9/20,0,0,0,0,0,0,,,141,
D8222_R2_P156_A,selfedC,1,4/23/20,0,0,6,6,12,12,,,155,
D8222_R2_P156_A,selfedC,1,5/7/20,0,0,5,5,10,10,,,169,
D8222_R2_P156_A,selfedC,1,5/21/20,0,0,1,1,2,2,,,183,
D8349,A,A,11/20/19,0,0,0,0,0,0,,1,0,
D8349,A,A,12/10/19,2,0,1,3,2,2,,1,20,
D8349,A,A,12/30/19,4,0,0,4,0,0,,1,40,
D8349,A,A,1/16/20,0,0,0,0,0,0,,1,57,
D8349,A,A,1/29/20,8,0,0,8,0,0,,1,70,
D8349,A,A,2/4/20,0,0,0,0,0,0,,1,76,
D8349,A,A,3/5/20,1,0,1,2,2,2,,,106,
D8349,A,A,3/20/20,1,1,1,3,3,3,,,121,
D8349,A,A,4/2/20,1,0,0,1,0,0,,,134,
D8349,A,A,4/16/20,1,0,0,1,0,0,,,148,
D8349,A,A,4/30/20,0,0,0,0,0,0,,,162,
D8349,A,A,5/14/20,0,0,1,1,2,2,,,176,
D8349,A,A,5/28/20,0,0,0,0,0,0,,,190,
D8349,A,B,11/20/19,0,0,0,0,0,0,,1,0,
D8349,A,B,12/10/19,0,0,0,0,0,0,,1,20,
D8349,A,B,12/30/19,0,0,0,0,0,0,,1,40,
D8349,A,B,1/16/20,0,0,0,0,0,0,,1,57,
D8349,A,B,1/29/20,4,0,0,4,0,0,,1,70,
D8349,A,B,2/4/20,3,0,0,3,0,0,,1,76,
D8349,A,B,3/5/20,3,2,0,5,2,2,,,106,
D8349,A,B,3/20/20,4,0,0,4,0,0,,,121,
D8349,A,B,4/16/20,1,0,0,1,0,0,,,148,
D8349,A,B,4/23/20,2,0,0,2,0,0,,,155,
D8349,A,B,4/30/20,2,0,0,2,0,0,,,162,
D8349,A,B,5/14/20,1,0,0,1,0,0,,,176,
D8349,A,B,5/28/20,3,0,0,3,0,0,,,190,
D8349,A,C,12/13/19,2,0,0,2,0,0,,1,23,
D8349,A,C,12/30/19,8,1,0,9,1,1,,1,40,
D8349,A,C,1/8/20,0,0,0,0,0,0,,1,49,
D8349,A,C,1/24/20,2,0,0,2,0,0,,1,65,
D8349,A,C,2/6/20,3,0,0,3,0,0,,1,78,
D8349,A,C,3/2/20,0,0,0,0,0,0,,,103,
D8349,A,C,3/19/20,3,0,0,3,0,0,,,120,
D8349,A,C,3/26/20,0,0,0,0,0,0,,,127,
D8349,A,C,4/2/20,3,0,0,3,0,0,,,134,
D8349,A,C,4/9/20,0,0,0,0,0,0,,,141,
D8349,A,C,4/23/20,0,0,0,0,0,0,,,155,
D8349,A,C,5/7/20,1,0,0,1,0,0,,,169,
D8349,A,C,5/21/20,0,0,0,0,0,0,,,183,
D8349,A,D,12/13/19,9,0,0,9,0,0,,1,23,
D8349,A,D,12/30/19,0,0,0,0,0,0,,1,40,
D8349,A,D,1/8/20,0,0,0,0,0,0,,1,49,
D8349,A,D,1/24/20,6,0,0,6,0,0,,1,65,
D8349,A,D,2/6/20,1,0,0,1,0,0,,1,78,
D8349,A,D,3/2/20,2,0,0,2,0,0,,,103,
D8349,A,D,3/19/20,0,0,2,2,4,4,,,120,
D8349,A,D,3/26/20,0,0,0,0,0,0,,,127,
D8349,A,D,4/9/20,0,0,0,0,0,0,,,141,
D8349,A,D,4/23/20,0,0,0,0,0,0,,,155,
D8349,A,D,5/7/20,0,0,0,0,0,0,,,169,
D8349,A,D,5/21/20,0,0,0,0,0,0,,,183,
D8349,A,D,6/4/20,2,0,0,2,0,0,,,197,
D8349,A,E,12/13/19,3,0,0,3,0,0,,1,23,
D8349,A,E,12/30/19,0,0,0,0,0,0,,1,40,
D8349,A,E,1/8/20,0,0,0,0,0,0,,1,49,
D8349,A,E,1/24/20,2,0,0,2,0,0,,1,65,
D8349,A,E,2/6/20,3,0,0,3,0,0,,1,78,
D8349,A,E,3/2/20,0,1,0,1,1,1,,,103,
D8349,A,E,3/19/20,7,0,0,7,0,0,,,120,
D8349,A,E,3/26/20,5,0,0,5,0,0,,,127,
D8349,A,E,4/9/20,1,0,0,1,0,0,,,141,
D8349,A,E,5/7/20,0,0,0,0,0,0,,,169,
D8349,A,E,5/21/20,0,0,0,0,0,0,,,183,
D8349,A,E,6/4/20,0,0,0,0,0,0,,,197,
D8349,A,sum,12/3/19,20,0,0,20,0,0,,1,13,
D8515,C,A,11/20/19,0,1,10,11,21,21,,1,0,
D8515,C,A,12/10/19,0,3,22,25,47,47,,1,20,
D8515,C,A,12/30/19,0,0,0,0,0,0,,1,40,
D8515,C,A,1/16/20,0,0,3,3,6,6,,1,57,
D8515,C,A,1/29/20,0,0,11,11,22,22,,1,70,
D8515,C,A,2/4/20,0,0,10,10,20,20,,1,76,
D8515,C,A,3/5/20,0,0,1,1,2,2,,,106,
D8515,C,A,3/20/20,1,0,2,3,4,4,,,121,
D8515,C,A,4/2/20,1,1,4,6,9,9,,,134,
D8515,C,A,4/16/20,0,0,2,2,4,4,,,148,
D8515,C,A,4/30/20,1,0,9,10,18,18,,,162,
D8515,C,A,5/14/20,0,0,6,6,12,12,,,176,
D8515,C,A,5/28/20,0,0,2,2,4,4,,,190,
D8515,C,B,11/20/19,0,0,0,0,0,0,,1,0,
D8515,C,B,12/10/19,2,0,12,14,24,24,,1,20,
D8515,C,B,12/30/19,0,0,0,0,0,0,,1,40,
D8515,C,B,1/16/20,0,0,0,0,0,0,,1,57,
D8515,C,B,1/29/20,0,0,8,8,16,16,,1,70,
D8515,C,B,2/4/20,0,0,4,4,8,8,,1,76,
D8515,C,B,3/5/20,0,0,3,3,6,6,,,106,
D8515,C,B,3/20/20,0,2,13,15,28,28,,,121,
D8515,C,B,4/2/20,2,0,0,2,0,0,,,134,
D8515,C,B,4/16/20,0,0,1,1,2,2,,,148,
D8515,C,B,4/30/20,0,0,1,1,2,2,,,162,
D8515,C,B,5/14/20,1,0,4,5,8,8,,,176,
D8515,C,B,5/28/20,0,0,1,1,2,2,,,190,
D8515,C,C,11/20/19,3,2,6,11,14,14,,1,0,
D8515,C,C,12/10/19,1,0,10,11,20,20,,1,20,
D8515,C,C,12/30/19,0,0,0,0,0,0,,1,40,
D8515,C,C,1/16/20,0,0,7,7,14,14,,1,57,
D8515,C,C,1/29/20,0,0,0,0,0,0,,1,70,
D8515,C,C,2/4/20,0,1,0,1,1,1,,1,76,
D8515,C,C,3/5/20,0,0,0,0,0,0,,,106,
D8515,C,C,3/5/20,0,0,0,0,0,0,,,106,
D8515,C,C,3/20/20,0,0,2,2,4,4,,,121,
D8515,C,C,4/2/20,0,0,1,1,2,2,,,134,
D8515,C,C,4/16/20,0,0,5,5,10,10,,,148,
D8515,C,C,4/30/20,1,0,14,15,28,28,,,162,
D8515,C,C,5/14/20,0,1,0,1,1,1,,,176,
D8515,C,C,5/28/20,0,0,0,0,0,0,,,190,
D8515,C,D,12/13/19,0,0,2,2,4,4,,1,23,
D8515,C,D,12/30/19,0,0,4,4,8,8,,1,40,
D8515,C,D,1/8/20,4,1,4,9,9,9,,1,49,
D8515,C,D,1/24/20,2,1,5,8,11,11,,1,65,
D8515,C,D,2/6/20,1,0,9,10,18,18,,1,78,
D8515,C,D,3/2/20,0,0,1,1,2,2,,,103,
D8515,C,D,3/19/20,0,0,1,1,2,2,,,120,
D8515,C,D,3/26/20,1,0,2,3,4,4,,,127,
D8515,C,D,4/9/20,0,1,1,2,3,3,,,141,
D8515,C,D,4/23/20,0,0,7,7,14,14,,,155,
D8515,C,D,5/7/20,0,0,4,4,8,8,,,169,
D8515,C,D,5/21/20,0,0,3,3,6,6,,,183,
D8515,C,D,6/4/20,0,0,4,4,8,8,,,197,
D8515,C,E,12/13/19,1,0,2,3,4,4,,1,23,
D8515,C,E,12/30/19,2,1,3,6,7,7,,1,40,
D8515,C,E,1/8/20,2,2,3,7,8,8,,1,49,
D8515,C,E,1/24/20,0,0,8,8,16,16,,1,65,
D8515,C,E,2/6/20,0,0,7,7,14,14,,1,78,
D8515,C,E,3/2/20,0,0,6,6,12,12,,,103,
D8515,C,E,3/20/20,1,0,6,7,12,12,,,121,
D8515,C,E,3/26/20,0,0,1,1,2,2,,,127,
D8515,C,E,4/9/20,0,0,0,0,0,0,,,141,
D8515,C,E,4/23/20,0,0,2,2,4,4,,,155,
D8515,C,E,5/7/20,1,1,0,2,1,1,,,169,
D8515,C,E,5/21/20,0,0,8,8,16,16,,,183,
D8515,C,E,6/4/20,0,0,0,0,0,0,,,197,
D8515,C,sum,12/3/19,2,1,4,7,9,9,,1,13,
D8515_R2_P220_B,selfedC,1,4/9/20,0,0,0,0,0,0,,,141,
D8515_R2_P220_B,selfedC,1,4/23/20,0,0,2,2,4,4,,,155,
D8515_R2_P220_B,selfedC,1,5/7/20,0,0,0,0,0,0,,,169,
D8515_R2_P220_B,selfedC,1,5/21/20,1,0,0,1,0,0,,,183,
D8515_R2_P220_B,selfedC,1,6/4/20,1,0,0,1,0,0,,,197,
D8515_R2_P337_B,selfedC,1,4/9/20,4,0,3,7,6,6,,,141,
D8515_R2_P337_B,selfedC,1,4/23/20,0,0,2,2,4,4,,,155,
D8515_R2_P337_B,selfedC,1,5/7/20,0,0,3,3,6,6,,,169,
D8515_R2_P337_B,selfedC,1,5/21/20,0,0,1,1,2,2,,,183,
D8515_R2_P337_B,selfedC,1,6/4/20,0,0,0,0,0,0,,,197,
DBunk18005,Dbunk,A,12/13/19,0,0,0,0,0,0,,1,23,
DBunk18005,Dbunk,A,12/30/19,0,0,0,0,0,0,,1,40,
DBunk18005,Dbunk,A,1/8/20,0,0,0,0,0,0,,1,49,
DBunk18005,Dbunk,A,1/16/20,15,0,0,15,0,0,,1,57,
DBunk18005,Dbunk,A,1/29/20,3,0,2,5,4,4,,1,70,
DBunk18005,Dbunk,A,2/6/20,0,0,1,1,2,2,,1,78,
DBunk18005,Dbunk,A,2/17/20,0,0,0,0,0,0,,,89,
DBunk18005,Dbunk,A,2/27/20,2,0,0,2,0,0,,,99,
DBunk18005,Dbunk,A,3/11/20,0,0,18,18,36,36,,,112,
DBunk18005,Dbunk,A,3/20/20,0,0,4,4,8,8,,,121,
DBunk18005,Dbunk,A,4/2/20,4,0,0,4,0,0,,,134,
DBunk18005,Dbunk,A,4/16/20,4,0,1,5,2,2,,,148,
DBunk18005,Dbunk,A,4/30/20,0,0,10,10,20,20,,,162,
DBunk18005,Dbunk,A,5/14/20,1,0,5,6,10,10,,,176,
DBunk18005,Dbunk,B,12/13/19,0,0,0,0,0,0,,1,23,
DBunk18005,Dbunk,B,12/30/19,2,0,1,3,2,2,,1,40,
DBunk18005,Dbunk,B,1/8/20,0,0,6,6,12,12,,1,49,
DBunk18005,Dbunk,B,1/16/20,11,1,1,13,3,3,,1,57,
DBunk18005,Dbunk,B,1/29/20,1,0,3,4,6,6,,1,70,
DBunk18005,Dbunk,B,2/6/20,0,0,1,1,2,2,,1,78,
DBunk18005,Dbunk,B,2/17/20,5,0,7,12,14,14,,,89,
DBunk18005,Dbunk,B,2/27/20,0,0,1,1,2,2,,,99,
DBunk18005,Dbunk,B,3/11/20,0,0,18,18,36,36,,,112,
DBunk18005,Dbunk,B,3/20/20,0,0,3,3,6,6,,,121,
DBunk18005,Dbunk,B,4/2/20,7,0,5,12,10,10,,,134,
DBunk18005,Dbunk,B,4/30/20,2,0,5,7,10,10,,,162,
DBunk18005,Dbunk,B,5/14/20,0,0,7,7,14,14,,,176,
DBunk18005,Dbunk,B,5/28/20,0,0,7,7,14,14,,,190,
DBunk18005,Dbunk,sum,12/4/19,18,0,0,18,0,0,,1,14,
DCat18004,DCat_OO,A,12/13/19,7,0,0,7,0,0,,1,23,
DCat18004,DCat_OO,A,12/30/19,1,1,6,8,13,13,,1,40,
DCat18004,DCat_OO,A,1/8/20,0,0,0,0,0,0,,1,49,
DCat18004,DCat_OO,A,1/16/20,11,0,1,12,2,2,,1,57,
DCat18004,DCat_OO,A,1/29/20,0,0,20,20,40,40,,1,70,
DCat18004,DCat_OO,A,2/6/20,4,0,1,5,2,2,,1,78,
DCat18004,DCat_OO,A,2/17/20,4,0,0,4,0,0,,,89,
DCat18004,DCat_OO,A,2/27/20,1,1,1,3,3,3,,,99,
DCat18004,DCat_OO,A,3/11/20,9,1,11,21,23,23,,,112,
DCat18004,DCat_OO,A,3/20/20,0,0,2,2,4,4,,,121,
DCat18004,DCat_OO,A,4/2/20,0,0,11,11,22,22,,,134,
DCat18004,DCat_OO,A,4/16/20,0,0,2,2,4,4,,,148,
DCat18004,DCat_OO,A,4/30/20,0,0,1,1,2,2,,,162,
DCat18004,DCat_OO,A,5/14/20,3,0,0,3,0,0,,,176,
DCat18004,DCat_OO,A,5/28/20,4,0,0,4,0,0,,,190,
DCat18004,DCat_OO,B,12/13/19,4,0,0,4,0,0,,1,23,
DCat18004,DCat_OO,B,12/30/19,1,1,10,12,21,21,,1,40,
DCat18004,DCat_OO,B,1/8/20,5,1,1,7,3,3,,1,49,
DCat18004,DCat_OO,B,1/16/20,12,0,0,12,0,0,,1,57,
DCat18004,DCat_OO,B,1/29/20,16,0,0,16,0,0,,1,70,
DCat18004,DCat_OO,B,2/6/20,0,0,15,15,30,30,,1,78,
DCat18004,DCat_OO,B,2/17/20,0,0,2,2,4,4,,,89,
DCat18004,DCat_OO,B,2/27/20,0,2,14,16,30,30,,,99,
DCat18004,DCat_OO,B,3/11/20,6,0,2,8,4,4,,,112,
DCat18004,DCat_OO,B,3/20/20,0,0,3,3,6,6,,,121,
DCat18004,DCat_OO,B,4/2/20,13,0,0,13,0,0,,,134,
DCat18004,DCat_OO,B,4/16/20,3,0,0,3,0,0,,,148,
DCat18004,DCat_OO,B,4/30/20,2,0,0,2,0,0,,,162,
DCat18004,DCat_OO,B,5/14/20,1,0,0,1,0,0,,,176,
DCat18004,DCat_OO,B,5/28/20,0,0,0,0,0,0,,,190,
DCat18004,DCat_OO,C,12/13/19,0,0,0,0,0,0,,1,23,
DCat18004,DCat_OO,C,12/30/19,9,0,0,9,0,0,,1,40,
DCat18004,DCat_OO,C,1/8/20,5,0,0,5,0,0,,1,49,
DCat18004,DCat_OO,C,1/16/20,15,0,0,15,0,0,,1,57,
DCat18004,DCat_OO,C,1/29/20,15,0,4,19,8,8,,1,70,
DCat18004,DCat_OO,C,2/6/20,14,0,0,14,0,0,,1,78,
DCat18004,DCat_OO,C,2/17/20,6,1,7,14,15,15,,,89,
DCat18004,DCat_OO,C,2/27/20,0,0,2,2,4,4,,,99,
DCat18004,DCat_OO,C,3/11/20,16,0,0,16,0,0,,,112,
DCat18004,DCat_OO,C,3/20/20,2,0,3,5,6,6,,,121,
DCat18004,DCat_OO,C,4/2/20,0,1,8,9,17,17,,,134,
DCat18004,DCat_OO,C,4/16/20,1,1,6,8,13,13,,,148,
DCat18004,DCat_OO,C,4/30/20,2,2,8,12,18,18,,,162,
DCat18004,DCat_OO,C,5/14/20,2,1,1,4,3,3,,,176,
DCat18004,DCat_OO,C,5/28/20,0,0,4,4,8,8,,,190,
DCat18004,DCat_OO,sum,12/4/19,20,0,2,22,4,4,,1,14,
DCat18006,DCat_B,1,3/4/20,0,0,0,0,0,0,,,105,
DCat18006,DCat_B,1,3/17/20,0,0,0,0,0,0,,,118,
DCat18006,DCat_B,1,4/2/20,0,0,0,0,0,0,,,134,
DCat18006,DCat_B,1,4/16/20,0,0,0,0,0,0,,,148,
DCat18006,DCat_B,1,4/30/20,0,0,0,0,0,0,,,162,
DCat18006,DCat_B,1,5/14/20,0,0,0,0,0,0,,,176,
DCat18006,DCat_B,1,5/28/20,0,0,0,0,0,0,,,190,
DCat18017,DCat_B,1,3/11/20,1,0,0,1,0,0,,,112,
DCat18017,DCat_B,1,3/17/20,0,0,0,0,0,0,,,118,
DCat18017,DCat_B,1,4/2/20,1,0,0,1,0,0,,,134,
DCat18017,DCat_B,1,4/16/20,0,0,0,0,0,0,,,148,
DCat18017,DCat_B,1,4/30/20,0,0,0,0,0,0,,,162,
DCat18017,DCat_B,1,5/14/20,0,0,0,0,0,0,,,176,
DCat18017,DCat_B,1,5/28/20,0,0,0,0,0,0,,,190,
DCat18031,DCat_OO,1,3/11/20,1,0,0,1,0,0,,,112,
DCat18031,DCat_OO,1,3/17/20,1,0,0,1,0,0,,,118,
DCat18031,DCat_OO,1,4/2/20,0,0,0,0,0,0,,,134,
DCat18033,DCat_B,1,3/11/20,0,1,0,1,1,1,,,112,
DCat18033,DCat_B,1,3/17/20,0,0,0,0,0,0,,,118,
DCat18033,DCat_B,1,4/2/20,0,0,0,0,0,0,,,134,
DCat18033,DCat_B,1,4/16/20,0,0,0,0,0,0,,,148,
DCat18033,DCat_B,1,4/30/20,0,0,0,0,0,0,,,162,
DCat18033,DCat_B,1,5/14/20,0,0,0,0,0,0,,,176,
DCat18033,DCat_B,1,5/28/20,0,0,0,0,0,0,,,190,
DCat18040,DCat_B,1,3/11/20,1,0,1,2,2,2,,,112,
DCat18040,DCat_B,1,3/17/20,0,0,0,0,0,0,,,118,
DCat18040,DCat_B,1,4/2/20,0,0,0,0,0,0,,,134,
DCat18040,DCat_B,1,4/16/20,0,0,0,0,0,0,,,148,
DCat18040,DCat_B,1,4/30/20,0,0,0,0,0,0,,,162,
DCat18040,DCat_B,1,5/14/20,0,0,0,0,0,0,,,176,
DCat18040,DCat_B,1,5/28/20,0,0,0,0,0,0,,,190,
DCat18042,DCat_B,1,3/4/20,0,0,0,0,0,0,,,105,
DCat18042,DCat_B,1,3/17/20,2,0,0,2,0,0,,,118,
DCat18042,DCat_B,1,4/2/20,0,0,0,0,0,0,,,134,
DCat18042,DCat_B,1,4/16/20,0,0,0,0,0,0,,,148,
DCat18042,DCat_B,1,4/30/20,0,0,0,0,0,0,,,162,
DCat18042,DCat_B,1,5/14/20,0,0,0,0,0,0,,,176,
DCat18042,DCat_B,1,5/28/20,0,0,0,0,0,0,,,190,
DCat18047,DCat_B,1,3/11/20,1,0,0,1,0,0,,,112,
DCat18047,DCat_B,1,3/17/20,0,0,0,0,0,0,,,118,
DCat18047,DCat_B,1,4/2/20,0,0,0,0,0,0,,,134,
DCat18047,DCat_B,1,4/16/20,0,0,0,0,0,0,,,148,
DCat18047,DCat_B,1,4/30/20,0,0,0,0,0,0,,,162,
DCat18047,DCat_B,1,5/14/20,0,0,0,0,0,0,,,176,
DCat18047,DCat_B,1,5/28/20,0,0,0,0,0,0,,,190,
DCat18048,DCat_B,1,3/11/20,0,0,2,2,4,4,,,112,
DCat18048,DCat_B,1,3/17/20,0,0,0,0,0,0,,,118,
DCat18048,DCat_B,1,4/2/20,0,0,0,0,0,0,,,134,
DCat18048,DCat_B,1,4/16/20,1,0,0,1,0,0,,,148,
DCat18048,DCat_B,1,4/30/20,0,0,0,0,0,0,,,162,
DCat18048,DCat_B,1,5/14/20,0,0,1,1,2,2,,,176,
DCat18048,DCat_B,1,5/28/20,0,0,0,0,0,0,,,190,
